zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
24311,1977,136,129,140,134,93,53,37
24312,2401,166,156,170,163,113,65,44
24313,884,61,57,63,60,42,24,16
24314,1560,108,101,111,106,73,42,29
24315,3774,260,245,268,257,177,102,70
24316,50,3,3,4,3,2,1,1
24317,3858,266,251,274,262,181,104,71
24318,639,44,42,45,43,30,17,12
24319,6979,482,454,496,475,328,188,129
24322,174,12,11,12,12,8,5,3
24323,644,44,42,46,44,30,17,12
24324,2013,139,131,143,137,95,54,37
24325,1039,72,68,74,71,49,28,19
24326,1058,73,69,75,72,50,29,20
24328,1726,119,112,123,117,81,47,32
24330,3401,235,221,241,231,160,92,63
24333,17996,1242,1170,1278,1224,846,486,333
24340,5657,390,368,402,385,266,153,105
24343,9267,639,602,658,630,436,250,171
24347,1931,133,126,137,131,91,52,36
24348,3958,273,257,281,269,186,107,73
24350,1261,87,82,90,86,59,34,23
24351,668,46,43,47,45,31,18,12
24352,890,61,58,63,61,42,24,16
24354,15315,1057,995,1087,1041,720,414,283
24360,6169,426,401,438,419,290,167,114
24361,5431,375,353,386,369,255,147,100
24363,1365,94,89,97,93,64,37,25
24366,781,54,51,55,53,37,21,14
24368,4953,342,322,352,337,233,134,92
24370,6572,453,427,467,447,309,177,122
24374,787,54,51,56,54,37,21,15
24375,1611,111,105,114,110,76,43,30
24377,348,24,23,25,24,16,9,6
24378,1229,85,80,87,84,58,33,23
24380,2639,182,172,187,179,124,71,49
24381,3816,263,248,271,259,179,103,71
24382,14366,991,934,1020,977,675,388,266
24401,35499,2449,2307,2520,2414,1668,958,657
24411,112,8,7,8,8,5,3,2
24412,131,9,9,9,9,6,4,2
24413,178,12,12,13,12,8,5,3
24415,41,3,3,3,3,2,1,1
24416,8807,608,572,625,599,414,238,163
24421,3868,267,251,275,263,182,104,72
24422,6315,436,410,448,429,297,171,117
24426,14329,989,931,1017,974,673,387,265
24430,2643,182,172,188,180,124,71,49
24431,2656,183,173,189,181,125,72,49
24432,336,23,22,24,23,16,9,6
24433,99,7,6,7,7,5,3,2
24435,1925,133,125,137,131,90,52,36
24437,904,62,59,64,61,42,24,17
24439,1253,86,81,89,85,59,34,23
24440,2916,201,190,207,198,137,79,54
24441,6140,424,399,436,418,289,166,114
24442,120,8,8,9,8,6,3,2
24445,2673,184,174,190,182,126,72,49
24448,376,26,24,27,26,18,10,7
24450,16741,1155,1088,1189,1138,787,452,310
24457,270,19,18,19,18,13,7,5
24458,442,30,29,31,30,21,12,8
24459,818,56,53,58,56,38,22,15
24460,1530,106,99,109,104,72,41,28
24464,213,15,14,15,14,10,6,4
24465,1382,95,90,98,94,65,37,26
24467,2212,153,144,157,150,104,60,41
24471,1355,93,88,96,92,64,37,25
24472,2271,157,148,161,154,107,61,42
24473,922,64,60,65,63,43,25,17
24474,544,38,35,39,37,26,15,10
24476,280,19,18,20,19,13,8,5
24477,10573,730,687,751,719,497,285,196
24479,1537,106,100,109,105,72,41,28
24482,4872,336,317,346,331,229,132,90
24483,587,41,38,42,40,28,16,11
24484,741,51,48,53,50,35,20,14
24485,389,27,25,28,26,18,11,7
24486,3490,241,227,248,237,164,94,65
24487,320,22,21,23,22,15,9,6
24501,26757,1846,1739,1900,1819,1258,722,495
24502,43426,2996,2823,3083,2953,2041,1173,803
24503,19331,1334,1257,1373,1315,909,522,358
24504,9777,675,636,694,665,460,264,181
24517,5693,393,370,404,387,268,154,105
24520,2450,169,159,174,167,115,66,45
24521,10576,730,687,751,719,497,286,196
24522,9213,636,599,654,626,433,249,170
24523,18952,1308,1232,1346,1289,891,512,351
24526,1593,110,104,113,108,75,43,29
24527,3027,209,197,215,206,142,82,56
24528,3200,221,208,227,218,150,86,59
24529,1724,119,112,122,117,81,47,32
24530,1088,75,71,77,74,51,29,20
24531,9203,635,598,653,626,433,248,170
24534,1740,120,113,124,118,82,47,32
24536,194,13,13,14,13,9,5,4
24538,4742,327,308,337,322,223,128,88
24539,134,9,9,10,9,6,4,2
24540,32170,2220,2091,2284,2188,1512,869,595
24541,28221,1947,1834,2004,1919,1326,762,522
24549,4292,296,279,305,292,202,116,79
24550,7258,501,472,515,494,341,196,134
24551,20667,1426,1343,1467,1405,971,558,382
24553,1902,131,124,135,129,89,51,35
24554,3995,276,260,284,272,188,108,74
24555,2140,148,139,152,146,101,58,40
24556,3053,211,198,217,208,143,82,56
24557,7977,550,519,566,542,375,215,148
24558,6347,438,413,451,432,298,171,117
24562,426,29,28,30,29,20,12,8
24563,5489,379,357,390,373,258,148,102
24565,1026,71,67,73,70,48,28,19
24566,1402,97,91,100,95,66,38,26
24569,1064,73,69,76,72,50,29,20
24570,20,1,1,1,1,1,1,0
24571,1979,137,129,141,135,93,53,37
24572,16395,1131,1066,1164,1115,771,443,303
24574,3977,274,259,282,270,187,107,74
24577,5239,361,341,372,356,246,141,97
24578,1056,73,69,75,72,50,29,20
24579,1389,96,90,99,94,65,38,26
24580,613,42,40,44,42,29,17,11
24581,23,2,1,2,2,1,1,0
24586,5562,384,362,395,378,261,150,103
24588,9647,666,627,685,656,453,260,178
24589,2271,157,148,161,154,107,61,42
24590,8074,557,525,573,549,379,218,149
24592,13934,961,906,989,948,655,376,258
24593,1963,135,128,139,133,92,53,36
24594,1651,114,107,117,112,78,45,31
24595,679,47,44,48,46,32,18,13
24597,1257,87,82,89,85,59,34,23
24598,1984,137,129,141,135,93,54,37
24599,606,42,39,43,41,28,16,11
24601,77,5,5,5,5,4,2,1
24602,962,66,63,68,65,45,26,18
24603,978,67,64,69,67,46,26,18
24604,262,18,17,19,18,12,7,5
24604,80,6,5,6,5,4,2,1
24605,9301,642,605,660,632,437,251,172
24606,170,12,11,12,12,8,5,3
24607,462,32,30,33,31,22,12,9
24609,7630,526,496,542,519,359,206,141
24612,229,16,15,16,16,11,6,4
24613,911,63,59,65,62,43,25,17
24614,8061,556,524,572,548,379,218,149
24620,2774,191,180,197,189,130,75,51
24622,1028,71,67,73,70,48,28,19
24628,295,20,19,21,20,14,8,5
24630,6774,467,440,481,461,318,183,125
24631,2843,196,185,202,193,134,77,53
24634,574,40,37,41,39,27,15,11
24635,1650,114,107,117,112,78,45,31
24637,3410,235,222,242,232,160,92,63
24639,3533,244,230,251,240,166,95,65
24641,5953,411,387,423,405,280,161,110
24646,750,52,49,53,51,35,20,14
24649,2760,190,179,196,188,130,75,51
24651,6314,436,410,448,429,297,170,117
24656,3404,235,221,242,231,160,92,63
24657,321,22,21,23,22,15,9,6
24701,20786,1434,1351,1476,1413,977,561,385
24712,2063,142,134,146,140,97,56,38
24714,257,18,17,18,17,12,7,5
24715,594,41,39,42,40,28,16,11
24716,508,35,33,36,35,24,14,9
24719,223,15,14,16,15,10,6,4
24724,66,5,4,5,4,3,2,1
24726,566,39,37,40,38,27,15,10
24729,149,10,10,11,10,7,4,3
24731,255,18,17,18,17,12,7,5
24733,853,59,55,61,58,40,23,16
24736,902,62,59,64,61,42,24,17
24737,243,17,16,17,17,11,7,4
24738,308,21,20,22,21,14,8,6
24740,30435,2100,1978,2161,2070,1430,822,563
24747,3006,207,195,213,204,141,81,56
24801,3858,266,251,274,262,181,104,71
24808,675,47,44,48,46,32,18,12
24811,599,41,39,43,41,28,16,11
24813,511,35,33,36,35,24,14,9
24815,559,39,36,40,38,26,15,10
24816,151,10,10,11,10,7,4,3
24817,954,66,62,68,65,45,26,18
24818,1409,97,92,100,96,66,38,26
24822,955,66,62,68,65,45,26,18
24823,383,26,25,27,26,18,10,7
24826,150,10,10,11,10,7,4,3
24827,1501,104,98,107,102,71,41,28
24828,927,64,60,66,63,44,25,17
24830,139,10,9,10,9,7,4,3
24831,250,17,16,18,17,12,7,5
24834,412,28,27,29,28,19,11,8
24836,800,55,52,57,54,38,22,15
24839,1523,105,99,108,104,72,41,28
24843,158,11,10,11,11,7,4,3
24844,1810,125,118,129,123,85,49,33
24845,282,19,18,20,19,13,8,5
24846,244,17,16,17,17,11,7,5
24847,293,20,19,21,20,14,8,5
24848,262,18,17,19,18,12,7,5
24849,337,23,22,24,23,16,9,6
24850,1093,75,71,78,74,51,30,20
24851,419,29,27,30,28,20,11,8
24853,793,55,52,56,54,37,21,15
24854,550,38,36,39,37,26,15,10
24857,984,68,64,70,67,46,27,18
24860,552,38,36,39,38,26,15,10
24861,307,21,20,22,21,14,8,6
24862,651,45,42,46,44,31,18,12
24866,240,17,16,17,16,11,6,4
24867,409,28,27,29,28,19,11,8
24868,1686,116,110,120,115,79,46,31
24869,351,24,23,25,24,16,9,6
24870,2874,198,187,204,195,135,78,53
24871,309,21,20,22,21,15,8,6
24872,783,54,51,56,53,37,21,14
24873,600,41,39,43,41,28,16,11
24874,2729,188,177,194,186,128,74,50
24878,337,23,22,24,23,16,9,6
24879,657,45,43,47,45,31,18,12
24880,356,25,23,25,24,17,10,7
24881,601,41,39,43,41,28,16,11
24882,483,33,31,34,33,23,13,9
24884,265,18,17,19,18,12,7,5
24887,67,5,4,5,5,3,2,1
24888,167,12,11,12,11,8,5,3
24892,1513,104,98,107,103,71,41,28
24894,388,27,25,28,26,18,10,7
24898,198,14,13,14,13,9,5,4
24901,9128,630,593,648,621,429,246,169
24910,5383,371,350,382,366,253,145,100
24915,590,41,38,42,40,28,16,11
24916,558,39,36,40,38,26,15,10
24918,1677,116,109,119,114,79,45,31
24920,346,24,22,25,24,16,9,6
24924,512,35,33,36,35,24,14,9
24925,935,65,61,66,64,44,25,17
24927,365,25,24,26,25,17,10,7
24931,1544,107,100,110,105,73,42,29
24934,503,35,33,36,34,24,14,9
24935,688,47,45,49,47,32,19,13
24938,1518,105,99,108,103,71,41,28
24941,1059,73,69,75,72,50,29,20
24944,401,28,26,28,27,19,11,7
24945,393,27,26,28,27,18,11,7
24946,1533,106,100,109,104,72,41,28
24951,1489,103,97,106,101,70,40,28
24954,3514,242,228,249,239,165,95,65
24957,346,24,22,25,24,16,9,6
24962,186,13,12,13,13,9,5,3
24963,4095,283,266,291,278,192,111,76
24966,1286,89,84,91,87,60,35,24
24970,4575,316,297,325,311,215,124,85
24974,299,21,19,21,20,14,8,6
24976,1005,69,65,71,68,47,27,19
24977,441,30,29,31,30,21,12,8
24981,631,44,41,45,43,30,17,12
24983,2443,169,159,173,166,115,66,45
24984,185,13,12,13,13,9,5,3
24986,5216,360,339,370,355,245,141,96
24991,521,36,34,37,35,24,14,10
25002,112,8,7,8,8,5,3,2
25003,2782,192,181,198,189,131,75,51
25005,264,18,17,19,18,12,7,5
25007,604,42,39,43,41,28,16,11
25008,210,14,14,15,14,10,6,4
25009,1153,80,75,82,78,54,31,21
25011,800,55,52,57,54,38,22,15
25015,4691,324,305,333,319,220,127,87
25019,575,40,37,41,39,27,16,11
25021,305,21,20,22,21,14,8,6
25022,153,11,10,11,10,7,4,3
25024,586,40,38,42,40,28,16,11
25025,230,16,15,16,16,11,6,4
25028,381,26,25,27,26,18,10,7
25030,414,29,27,29,28,19,11,8
25031,615,42,40,44,42,29,17,11
25033,2234,154,145,159,152,105,60,41
25035,1112,77,72,79,76,52,30,21
25036,468,32,30,33,32,22,13,9
25039,1304,90,85,93,89,61,35,24
25040,546,38,35,39,37,26,15,10
25043,1659,114,108,118,113,78,45,31
25044,384,26,25,27,26,18,10,7
25045,5801,400,377,412,394,273,157,107
25047,411,28,27,29,28,19,11,8
25048,38,3,2,3,3,2,1,1
25049,630,43,41,45,43,30,17,12
25051,164,11,11,12,11,8,4,3
25053,4296,296,279,305,292,202,116,79
25054,426,29,28,30,29,20,12,8
25057,337,23,22,24,23,16,9,6
25059,678,47,44,48,46,32,18,13
25060,618,43,40,44,42,29,17,11
25061,756,52,49,54,51,36,20,14
25062,230,16,15,16,16,11,6,4
25063,1797,124,117,128,122,84,49,33
25064,9962,687,648,707,677,468,269,184
25067,1120,77,73,80,76,53,30,21
25070,1683,116,109,119,114,79,45,31
25071,11697,807,760,830,795,550,316,216
25075,976,67,63,69,66,46,26,18
25076,298,21,19,21,20,14,8,6
25081,1251,86,81,89,85,59,34,23
25082,1673,115,109,119,114,79,45,31
25083,672,46,44,48,46,32,18,12
25085,830,57,54,59,56,39,22,15
25086,928,64,60,66,63,44,25,17
25088,164,11,11,12,11,8,4,3
25090,203,14,13,14,14,10,5,4
25093,207,14,13,15,14,10,6,4
25102,349,24,23,25,24,16,9,6
25103,366,25,24,26,25,17,10,7
25106,642,44,42,46,44,30,17,12
25107,739,51,48,52,50,35,20,14
25108,692,48,45,49,47,33,19,13
25109,661,46,43,47,45,31,18,12
25110,599,41,39,43,41,28,16,11
25111,694,48,45,49,47,33,19,13
25112,166,11,11,12,11,8,4,3
25113,957,66,62,68,65,45,26,18
25114,557,38,36,40,38,26,15,10
25115,90,6,6,6,6,4,2,2
25118,998,69,65,71,68,47,27,18
25119,444,31,29,32,30,21,12,8
25121,972,67,63,69,66,46,26,18
25123,3535,244,230,251,240,166,95,65
25124,1214,84,79,86,83,57,33,22
25125,1011,70,66,72,69,48,27,19
25126,58,4,4,4,4,3,2,1
25130,3846,265,250,273,262,181,104,71
25132,276,19,18,20,19,13,7,5
25133,922,64,60,65,63,43,25,17
25134,423,29,27,30,29,20,11,8
25136,1798,124,117,128,122,85,49,33
25139,440,30,29,31,30,21,12,8
25140,1012,70,66,72,69,48,27,19
25141,195,13,13,14,13,9,5,4
25142,416,29,27,30,28,20,11,8
25143,8579,592,558,609,583,403,232,159
25148,332,23,22,24,23,16,9,6
25149,242,17,16,17,16,11,7,4
25152,368,25,24,26,25,17,10,7
25154,868,60,56,62,59,41,23,16
25156,105,7,7,7,7,5,3,2
25159,5163,356,336,367,351,243,139,96
25160,303,21,20,22,21,14,8,6
25161,369,25,24,26,25,17,10,7
25162,571,39,37,41,39,27,15,11
25164,1257,87,82,89,85,59,34,23
25165,612,42,40,43,42,29,17,11
25168,2503,173,163,178,170,118,68,46
25169,516,36,34,37,35,24,14,10
25173,452,31,29,32,31,21,12,8
25174,420,29,27,30,29,20,11,8
25177,24084,1662,1565,1710,1638,1132,650,446
25180,83,6,5,6,6,4,2,2
25181,1853,128,120,132,126,87,50,34
25183,73,5,5,5,5,3,2,1
25185,1042,72,68,74,71,49,28,19
25186,881,61,57,63,60,41,24,16
25187,719,50,47,51,49,34,19,13
25193,477,33,31,34,32,22,13,9
25201,55,4,4,4,4,3,1,1
25202,1370,95,89,97,93,64,37,25
25203,89,6,6,6,6,4,2,2
25204,211,15,14,15,14,10,6,4
25205,391,27,25,28,27,18,11,7
25206,601,41,39,43,41,28,16,11
25208,992,68,64,70,67,47,27,18
25209,1227,85,80,87,83,58,33,23
25211,135,9,9,10,9,6,4,2
25213,5512,380,358,391,375,259,149,102
25214,614,42,40,44,42,29,17,11
25234,1200,83,78,85,82,56,32,22
25235,949,65,62,67,65,45,26,18
25239,1732,120,113,123,118,81,47,32
25241,1710,118,111,121,116,80,46,32
25243,899,62,58,64,61,42,24,17
25244,732,51,48,52,50,34,20,14
25245,739,51,48,52,50,35,20,14
25247,509,35,33,36,35,24,14,9
25248,3090,213,201,219,210,145,83,57
25251,429,30,28,30,29,20,12,8
25252,1071,74,70,76,73,50,29,20
25253,2051,142,133,146,139,96,55,38
25259,699,48,45,50,48,33,19,13
25260,1577,109,103,112,107,74,43,29
25261,335,23,22,24,23,16,9,6
25262,898,62,58,64,61,42,24,17
25264,441,30,29,31,30,21,12,8
25265,1564,108,102,111,106,74,42,29
25266,797,55,52,57,54,37,22,15
25267,758,52,49,54,52,36,20,14
25268,871,60,57,62,59,41,24,16
25270,972,67,63,69,66,46,26,18
25271,9304,642,605,661,633,437,251,172
25275,2287,158,149,162,156,107,62,42
25276,7752,535,504,550,527,364,209,143
25285,595,41,39,42,40,28,16,11
25286,1692,117,110,120,115,80,46,31
25287,1272,88,83,90,86,60,34,24
25301,2771,191,180,197,188,130,75,51
25302,15078,1040,980,1071,1025,709,407,279
25303,7112,491,462,505,484,334,192,132
25304,8773,605,570,623,597,412,237,162
25305,0,0,0,0,0,0,0,0
25306,6417,443,417,456,436,302,173,119
25309,13356,922,868,948,908,628,361,247
25311,10815,746,703,768,735,508,292,200
25312,14886,1027,968,1057,1012,700,402,275
25313,13436,927,873,954,914,631,363,249
25314,14542,1003,945,1032,989,683,393,269
25315,3255,225,212,231,221,153,88,60
25320,6084,420,395,432,414,286,164,113
25401,14622,1009,950,1038,994,687,395,271
25403,12591,869,818,894,856,592,340,233
25404,19551,1349,1271,1388,1329,919,528,362
25405,12029,830,782,854,818,565,325,223
25411,12633,872,821,897,859,594,341,234
25413,7508,518,488,533,511,353,203,139
25414,17024,1175,1107,1209,1158,800,460,315
25419,9251,638,601,657,629,435,250,171
25420,4024,278,262,286,274,189,109,74
25422,1700,117,111,121,116,80,46,31
25425,12835,886,834,911,873,603,347,237
25427,14322,988,931,1017,974,673,387,265
25428,10776,744,700,765,733,506,291,199
25430,8112,560,527,576,552,381,219,150
25431,453,31,29,32,31,21,12,8
25432,121,8,8,9,8,6,3,2
25434,2521,174,164,179,171,118,68,47
25437,212,15,14,15,14,10,6,4
25438,6266,432,407,445,426,295,169,116
25442,1925,133,125,137,131,90,52,36
25443,7445,514,484,529,506,350,201,138
25444,605,42,39,43,41,28,16,11
25446,1463,101,95,104,99,69,40,27
25501,1130,78,73,80,77,53,31,21
25502,1034,71,67,73,70,49,28,19
25503,729,50,47,52,50,34,20,13
25504,12661,874,823,899,861,595,342,234
25505,477,33,31,34,32,22,13,9
25506,5037,348,327,358,343,237,136,93
25507,987,68,64,70,67,46,27,18
25508,9837,679,639,698,669,462,266,182
25510,5074,350,330,360,345,238,137,94
25511,1092,75,71,78,74,51,29,20
25512,1237,85,80,88,84,58,33,23
25514,4024,278,262,286,274,189,109,74
25515,2335,161,152,166,159,110,63,43
25517,2071,143,135,147,141,97,56,38
25520,1561,108,101,111,106,73,42,29
25521,1101,76,72,78,75,52,30,20
25523,2647,183,172,188,180,124,71,49
25524,3486,241,227,248,237,164,94,64
25526,21902,1511,1424,1555,1489,1029,591,405
25529,1013,70,66,72,69,48,27,19
25530,5877,406,382,417,400,276,159,109
25534,282,19,18,20,19,13,8,5
25535,2783,192,181,198,189,131,75,51
25537,1993,138,130,142,136,94,54,37
25540,290,20,19,21,20,14,8,5
25541,9350,645,608,664,636,439,252,173
25545,4512,311,293,320,307,212,122,83
25547,969,67,63,69,66,46,26,18
25550,9077,626,590,644,617,427,245,168
25555,2325,160,151,165,158,109,63,43
25557,1754,121,114,125,119,82,47,32
25559,2152,148,140,153,146,101,58,40
25560,7997,552,520,568,544,376,216,148
25564,1250,86,81,89,85,59,34,23
25565,651,45,42,46,44,31,18,12
25567,924,64,60,66,63,43,25,17
25570,6640,458,432,471,452,312,179,123
25571,2206,152,143,157,150,104,60,41
25573,970,67,63,69,66,46,26,18
25601,5206,359,338,370,354,245,141,96
25606,964,67,63,68,66,45,26,18
25607,1140,79,74,81,78,54,31,21
25608,1004,69,65,71,68,47,27,19
25611,682,47,44,48,46,32,18,13
25617,999,69,65,71,68,47,27,18
25621,2155,149,140,153,147,101,58,40
25624,480,33,31,34,33,23,13,9
25625,1452,100,94,103,99,68,39,27
25628,539,37,35,38,37,25,15,10
25630,683,47,44,48,46,32,18,13
25632,834,58,54,59,57,39,23,15
25634,771,53,50,55,52,36,21,14
25635,1227,85,80,87,83,58,33,23
25637,936,65,61,66,64,44,25,17
25638,1148,79,75,82,78,54,31,21
25639,608,42,40,43,41,29,16,11
25644,536,37,35,38,36,25,14,10
25646,940,65,61,67,64,44,25,17
25647,768,53,50,55,52,36,21,14
25649,1397,96,91,99,95,66,38,26
25650,547,38,36,39,37,26,15,10
25651,737,51,48,52,50,35,20,14
25652,1608,111,105,114,109,76,43,30
25653,459,32,30,33,31,22,12,8
25654,310,21,20,22,21,15,8,6
25661,6837,472,444,485,465,321,185,126
25666,654,45,43,46,44,31,18,12
25669,887,61,58,63,60,42,24,16
25670,5829,402,379,414,396,274,157,108
25671,1286,89,84,91,87,60,35,24
25672,408,28,27,29,28,19,11,8
25674,3202,221,208,227,218,150,86,59
25676,1250,86,81,89,85,59,34,23
25678,1595,110,104,113,108,75,43,30
25688,448,31,29,32,30,21,12,8
25690,249,17,16,18,17,12,7,5
25692,1021,70,66,72,69,48,28,19
25696,295,20,19,21,20,14,8,5
25699,200,14,13,14,14,9,5,4
25701,23284,1607,1513,1653,1583,1094,629,431
25702,7788,537,506,553,530,366,210,144
25703,6751,466,439,479,459,317,182,125
25704,16441,1134,1069,1167,1118,773,444,304
25705,20711,1429,1346,1470,1408,973,559,383
25801,33590,2318,2183,2385,2284,1579,907,621
25810,261,18,17,19,18,12,7,5
25811,154,11,10,11,10,7,4,3
25812,1902,131,124,135,129,89,51,35
25813,8063,556,524,572,548,379,218,149
25817,784,54,51,56,53,37,21,15
25818,472,33,31,34,32,22,13,9
25820,437,30,28,31,30,21,12,8
25823,2176,150,141,154,148,102,59,40
25825,2390,165,155,170,163,112,65,44
25826,296,20,19,21,20,14,8,5
25827,2488,172,162,177,169,117,67,46
25831,1421,98,92,101,97,67,38,26
25832,3994,276,260,284,272,188,108,74
25836,488,34,32,35,33,23,13,9
25837,391,27,25,28,27,18,11,7
25839,691,48,45,49,47,32,19,13
25840,8179,564,532,581,556,384,221,151
25841,575,40,37,41,39,27,16,11
25843,791,55,51,56,54,37,21,15
25844,1417,98,92,101,96,67,38,26
25845,627,43,41,45,43,29,17,12
25846,363,25,24,26,25,17,10,7
25848,443,31,29,31,30,21,12,8
25849,266,18,17,19,18,13,7,5
25853,182,13,12,13,12,9,5,3
25854,1101,76,72,78,75,52,30,20
25855,209,14,14,15,14,10,6,4
25857,308,21,20,22,21,14,8,6
25862,266,18,17,19,18,13,7,5
25864,309,21,20,22,21,15,8,6
25865,1475,102,96,105,100,69,40,27
25868,432,30,28,31,29,20,12,8
25870,103,7,7,7,7,5,3,2
25871,695,48,45,49,47,33,19,13
25873,607,42,39,43,41,29,16,11
25875,486,34,32,35,33,23,13,9
25876,128,9,8,9,9,6,3,2
25878,930,64,60,66,63,44,25,17
25879,359,25,23,25,24,17,10,7
25880,6928,478,450,492,471,326,187,128
25882,2033,140,132,144,138,96,55,38
25901,11920,822,775,846,811,560,322,221
25902,420,29,27,30,29,20,11,8
25904,365,25,24,26,25,17,10,7
25906,287,20,19,20,20,13,8,5
25907,123,8,8,9,8,6,3,2
25908,172,12,11,12,12,8,5,3
25911,55,4,4,4,4,3,1,1
25913,397,27,26,28,27,19,11,7
25915,311,21,20,22,21,15,8,6
25916,202,14,13,14,14,9,5,4
25917,2139,148,139,152,145,101,58,40
25918,4430,306,288,315,301,208,120,82
25920,221,15,14,16,15,10,6,4
25921,2157,149,140,153,147,101,58,40
25922,299,21,19,21,20,14,8,6
